TITLE = "Temporal Signal for receiver number 01648"
VARIABLES = "Time","xx","yy","zz","xy","yz","xz","u","v","w"
# x1       3.635946160000e+05
# x2       4.719684950000e+06
# x3       -3.000000000000e+03
  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  1.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  2.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  3.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  4.000000000000000e-01  -6.206613174920320e-21  -1.583117862168214e-20  -7.082616791724503e-21  3.157807673621191e-21  3.346649875075998e-21  -1.231490256364273e-21  4.604961432471729e-28  -1.309886318433916e-27  4.250618262073702e-28
  5.000000000000000e-01  7.822785149130459e-16  2.031325761268216e-15  9.499652574499957e-16  -3.820275612480823e-16  -4.579748735432791e-16  1.538810594555770e-16  -5.971565508899017e-23  1.683168748544883e-22  -6.160077995109509e-23
  6.000000000000000e-01  5.608798849621070e-13  1.182777672708032e-12  6.007872983892340e-13  -3.922659879201277e-13  -2.875930863545409e-13  1.762900758095463e-13  -5.038204423006621e-20  9.721032017827715e-20  -3.538610491653949e-20
  7.000000000000000e-01  7.957880445539850e-12  4.289265919388697e-12  1.204731802141373e-12  -1.049663972187258e-11  1.864166407793719e-13  4.769858559478448e-12  -9.096905838998209e-19  3.910475814214446e-19  2.635217966298455e-19
  7.999999999999999e-01  4.128446509097637e-11  -1.107134260614547e-10  -1.166985279105781e-10  -1.053573130488896e-10  7.070016657381336e-11  4.151310879495909e-11  -7.298464899983263e-18  -7.353007680554739e-18  1.179176293673617e-17
  8.999999999999999e-01  4.358578714337782e-10  2.079929127159485e-10  -4.174082144401321e-10  -5.357153655995033e-10  2.054885456240655e-10  1.973989336331221e-10  -4.662862714255932e-17  3.171085626307026e-17  2.453441455979825e-17
