1.259999999999997e+01 -7.249950581099531e+04 -7.534186850389517e+04 7.841477219597471e+04 -3.624229235912701e+04 -2.089899681814826e+04 -9.674940693732055e+02 6.972124971264580e-03 6.285720389245204e-03 1.455202446967439e-02
1.259999999999997e+01 -5.862144365857559e+04 -8.945129998284754e+04 7.431329329254858e+04 -3.873209181270809e+04 -1.032329995167007e+04 -9.370331770964302e+03 6.600827938459963e-03 8.604926414791120e-03 1.445865646343353e-02
1.259999999999997e+01 -4.513710457707992e+04 -9.896333691911673e+04 6.976524427815282e+04 -3.852065333402970e+04 1.186487522044332e+03 -2.123698135040853e+04 5.829974472213405e-03 1.075285550304707e-02 1.414065033309316e-02
1.259999999999997e+01 -2.868426376614392e+04 -1.024573145505993e+05 6.140044874898287e+04 -3.446427685080136e+04 9.104085505676370e+03 -3.868765035160193e+04 4.337334359223784e-03 1.240441957332664e-02 1.327671162467427e-02
1.259999999999997e+01 -5.901347588937037e+03 -9.851228632667651e+04 4.584943259712597e+04 -2.541965727510623e+04 8.902823015672035e+03 -6.384152655904742e+04 1.800742626958462e-03 1.323447960711564e-02 1.154557697753022e-02
1.259999999999997e+01 2.864326896187805e+04 -7.875554334171122e+04 2.736118191697420e+04 -8.078602424437481e+03 6.425864235870212e+03 -9.279807141238435e+04 -2.272190292432421e-03 1.306501640700703e-02 8.412532230269859e-03
1.259999999999997e+01 7.291771259875933e+04 -6.317452309692698e+04 -9.759895308036170e+03 1.506367127205377e+04 -8.274989402015327e+02 -1.123797825275509e+05 -6.173658971934923e-03 1.098288659007453e-02 4.458014747536470e-03
1.259999999999997e+01 1.182770350803813e+05 -3.767217271005834e+04 -4.883034906001087e+04 3.921212867364667e+04 -8.455635562324811e+03 -1.312381555548705e+05 -9.245281423837326e-03 8.343945672369740e-03 4.884907407869038e-04
1.259999999999997e+01 1.567958580841750e+05 -5.662042411941859e+03 -8.990679899354180e+04 6.395980242189694e+04 -1.686097098464465e+04 -1.427408685282720e+05 -1.139376729322310e-02 5.866241091530053e-03 -2.837549439205839e-03
1.259999999999997e+01 1.877085568893562e+05 2.553665006472982e+04 -1.237909817041341e+05 8.569285496348621e+04 -2.616499072676058e+04 -1.505739286558605e+05 -1.267464492119119e-02 4.083212378249336e-03 -5.018874755390143e-03
1.259999999999997e+01 2.061841908133257e+05 4.915982789910046e+04 -1.428597066421779e+05 1.017245150876002e+05 -3.711326841220423e+04 -1.571654782765868e+05 -1.305658104967654e-02 3.474129643152512e-03 -5.759762486779112e-03
1.259999999999997e+01 2.216312252047311e+05 6.075580429985024e+04 -1.466955449668444e+05 1.144847561792435e+05 -5.037223541848116e+04 -1.613183242453719e+05 -1.281210114068169e-02 3.663293848949347e-03 -5.318523804072069e-03
1.259999999999997e+01 2.241066958158964e+05 7.495777214638164e+04 -1.262345495746720e+05 1.166679750706301e+05 -6.291372810203300e+04 -1.628761366460145e+05 -1.182202928813205e-02 4.082642055426817e-03 -4.938815279675505e-03
1.259999999999997e+01 2.160864071006974e+05 8.278448926023235e+04 -8.834305396098823e+04 1.125917548476386e+05 -7.426813208847032e+04 -1.592940017827424e+05 -1.009597967571952e-02 4.644159980100355e-03 -4.665250503478041e-03
1.259999999999997e+01 1.978647293988848e+05 8.431827984977431e+04 -3.359330610391784e+04 1.041988152632518e+05 -8.794519788696909e+04 -1.523612864957792e+05 -7.765497051327203e-03 5.450796305300881e-03 -4.916580902146399e-03
1.259999999999997e+01 2.193901411913822e+05 9.337250259357985e+04 2.019996528987284e+04 1.050428791011349e+05 -1.048268287445210e+05 -1.193355117799725e+05 -4.867218516520482e-03 4.937253246177936e-03 -5.155305121010789e-03
1.259999999999997e+01 2.246733260461879e+05 1.293171470564707e+05 3.064093868159660e+04 1.403562205799131e+05 -1.322893828493067e+05 -1.464908149760476e+05 -7.545658277956352e-03 2.771864032059312e-03 -8.403413848450574e-03
1.259999999999997e+01 2.321626154693956e+05 1.513985361802717e+05 5.944667878796766e+04 1.517606704735120e+05 -1.649772893465827e+05 -1.365522384126928e+05 -7.093014748593095e-03 1.578401592792441e-03 -1.052910270688288e-02
1.259999999999997e+01 2.432267759282423e+05 1.812595386611721e+05 8.252926362598917e+04 1.644894914942516e+05 -1.997210014734880e+05 -1.300507514020863e+05 -6.766391623742938e-03 6.330133150255847e-04 -1.198069986714860e-02
1.259999999999997e+01 2.505064813980789e+05 2.138896685699272e+05 1.143166720993471e+05 1.718452478738559e+05 -2.371022150666005e+05 -1.283823167526477e+05 -6.351475427041633e-03 2.028802871491194e-04 -1.232809114243748e-02
1.259999999999997e+01 2.544666169944475e+05 2.339995374492436e+05 1.634714763588246e+05 1.786477084950585e+05 -2.729558720571031e+05 -1.232677191489907e+05 -6.103931990964080e-03 -3.919984652281269e-04 -1.186215374197622e-02
1.259999999999997e+01 2.677966294191121e+05 2.672504359826157e+05 2.039164181987885e+05 1.998721472822279e+05 -3.076285297145164e+05 -1.000965855139787e+05 -4.481849470656186e-03 -1.593244886102154e-03 -1.130406025962260e-02
1.259999999999997e+01 2.651842165681371e+05 2.878608646562920e+05 2.712693029039431e+05 2.074003288997451e+05 -3.504111931805558e+05 -8.913411239577418e+04 -4.001229536982744e-03 -3.250344931769120e-03 -1.047793263347436e-02
