TITLE = "Temporal Signal for receiver number 02411"
VARIABLES = "Time","xx","yy","zz","xy","yz","xz","u","v","w"
# x1       3.614256960000e+05
# x2       4.736351070000e+06
# x3       -3.000000000000e+03
  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  1.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  2.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  3.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  4.000000000000000e-01  -2.705883823414335e-17  -3.198749776502937e-17  -7.654593822475746e-18  -2.370684316480997e-17  9.395159142112462e-18  2.315270697052377e-17  3.014672422402599e-24  3.773083049133093e-24  -2.168018405557929e-24
  5.000000000000000e-01  -1.646275329959403e-13  -1.525190459911484e-13  -6.626307682147760e-14  -1.065645375900097e-13  -3.692263765608574e-15  1.885483403593889e-17  1.326780432626486e-20  1.688827660111196e-20  1.884587175481537e-21
  6.000000000000000e-01  1.915468174048980e-11  1.144754196402587e-11  6.517540484820361e-12  7.327799232555475e-12  -5.945069683536660e-13  1.326391779182127e-12  -1.971374342010896e-18  -8.473769886602498e-19  -5.039207366822608e-19
  7.000000000000000e-01  -4.554397347934918e-10  -1.584465238346229e-10  -2.452052153571078e-10  -1.010355781700011e-10  -1.667734960804745e-10  -1.763163905557483e-10  1.689241649956640e-17  2.167998626676753e-17  5.776102188432815e-18
  7.999999999999999e-01  -1.211795895938215e-09  5.320303529600509e-09  -5.724089147822149e-10  1.775839733041735e-09  -2.072327197520440e-09  -1.738021673569903e-09  -1.159862911625846e-16  -4.913723878047442e-16  4.984995611521213e-17
  8.999999999999999e-01  1.146943311672419e-07  1.729167716164482e-07  7.372984486949378e-08  8.674566254125096e-08  -5.520470530796320e-09  7.704752667961087e-09  -8.517629776203819e-15  -1.669040232105618e-14  -2.848249428790408e-16
