TITLE = "Temporal Signal for receiver number 00127"
VARIABLES = "Time","xx","yy","zz","xy","yz","xz","u","v","w"
# x1       3.500946160000e+05
# x2       4.737684950000e+06
# x3       -3.000000000000e+03
  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  1.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  2.000000000000000e-01  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
  3.000000000000000e-01  -4.580356231198660e-33  -4.775217836077085e-33  -3.432158311814107e-33  5.715542197021337e-33  -2.029187120701921e-33  1.537191238583625e-33  3.843995571167610e-40  -8.914009797155366e-40  -2.635533710181547e-40
  4.000000000000000e-01  -1.802106345004914e-16  -8.624396126630243e-16  -9.158847815103061e-16  1.975897997638269e-16  -6.531865109396220e-16  3.348259987910108e-16  -5.925350196243564e-23  1.039290575643719e-22  8.112439312343770e-23
  5.000000000000000e-01  2.393132817307487e-11  2.317535279199419e-11  1.244691593534000e-11  -1.135706362287364e-11  6.173577521533978e-13  1.805413696945655e-13  2.219963633698029e-18  -2.157973689043578e-18  -1.129164166563802e-19
  6.000000000000000e-01  -2.638227780992304e-09  -2.954852645583063e-09  -1.718247831960884e-09  1.179542184729306e-09  -2.229355585461861e-10  6.827491446076016e-11  -2.193851902426120e-16  2.755022875382986e-16  2.818660753536831e-17
  7.000000000000000e-01  2.677346193894677e-08  2.380424256347148e-08  1.763633865233361e-08  -8.879805355361747e-09  8.236227171711626e-09  -4.586739248181201e-09  1.687423354560161e-15  -2.344962875407060e-15  -1.291406474685020e-15
  7.999999999999999e-01  3.874572335364213e-07  3.194693329063001e-07  8.476058570694367e-08  -1.397557007856603e-07  -1.187747347507632e-09  -2.694889566788505e-08  2.044942474600977e-14  -3.110934222700043e-14  -6.235927264609652e-15
  8.999999999999999e-01  2.184065128022302e-07  7.589657689579351e-07  -4.924072178782191e-08  3.428922606998807e-07  3.113584120292071e-07  -4.724303608273803e-07  -1.352642981776325e-13  -1.308593592117629e-13  -1.093164542487661e-13
